Teks;Lokasi;Waktu;User;Label
b'@rlthingy2 Tidak tau. First kiss ku sama ikan';;05/11/18 10.24;haneeeppp;0
b'Bismillah awal #2019GantiKerjaan #2019GantiKantor';Tanjung Priok;05/11/18 10.24;AdiRsby;0
b'New infoPhysicists explain how large spherical viruses form https://t.co/xjwk5H7TUU';;05/11/18 10.24;indrasabban;0
b'New infoPotential antidote to botulism https://t.co/Lojzx2VLgA';;05/11/18 10.24;indrasabban;0
b'Omg! Besok! Besok tuh MGA... \nUNIT BARU WANNAONE DONG!  \xe3\x85\xa0.\xe3\x85\xa0';;05/11/18 10.24;cutiecats29;0
b'New infoDeconstructing the superfood that determines honeybee hierarchy https://t.co/3xWCKQpqnf';;05/11/18 10.24;indrasabban;0
b'@beauthingy Emina';;05/11/18 10.24;dwanandaokky;0
b'Cimahi hujan, Alhamdulillah';Cimahi Selatan;05/11/18 10.24;viinakartika;0
"b'Tujuan adalah alat utk memfokuskan hidup Anda, mengambil tanggung jawab &amp; mendorong utk mengambil tindakan.'";;05/11/18 10.24;daftarUKM;0
b'#SeninJempol Ya Allah, berikanlah aku sedikit rezeki untuk sesuap nasi. Sisanya untuk beli mobil mewah, pesawat mahal dan liburan kemanapun aq suka';;05/11/18 10.24;YulHasanah;0
b'@Leydiagresf R\xc4\xb1ca ederim \xf0\x9f\xa4\x97';;05/11/18 10.24;ar_zza;0
b'Ketemu kasur itu nikmatnya tiada tara kalo pulang kerjaaa';;05/11/18 10.24;AviSetyani;0
b'bacaaa nee -_- https://t.co/GCcMZb4i91';;05/11/18 10.24;yolandaekapras;0
"b""Do kyungsoo\n.\nDon't forget to pray, friend, hopefully exo still stays in number one until later tonight\xf0\x9f\x98\xad\n. \nStreaming please exol, go youtube, spotify, melon, soribada \xf0\x9f\x98\xad\n.\n#\xed\x85\x9c\xed\x8f\xac\xeb\xb0\x96\xec\x97\x90\xec\x97\x86\xeb\x8b\xa4\xea\xb3\xa0\xeb\xa7\x90\xed\x95\xb4 #TempoMonday #EXO #EXO_TEMPO #EXO_DontMessUpMyTempo @weareoneEXO""";;05/11/18 10.24;DewantidwiaD;0
b'Login weibo sukses meski lupa pakai email dan password yang mana sampai harus login via qq dan download aplikasinya, sekarang saatnya berburu\xf0\x9f\xa4\xa3';;05/11/18 10.24;udonkuma;0
b'halo kak aku sendernya! harganya 30k/pack isinya 10 stick yaa. dikirim via jne yes\xf0\x9f\x98\x84 yuk fix order langsung dm akuu https://t.co/dVBAzyikvu';;05/11/18 10.24;ajvnaise;0
b'@ardelia_ic Minum yakult sambil nelen HP biar doi ngabarin';;05/11/18 10.24;Prahara_w99;0
b'@Aiqisme @bukan_bradpit Jgn mundur mba, belakang tembok huhuhu';;05/11/18 10.24;RAHMAT_STAR;0
b'@wiranagara IDK';;05/11/18 10.24;sandraeksanti;0
b'@oh_daebak Wagilaaa andai mba nya xiumin stan bahagia sepanjang masa pasti @daisykai';;05/11/18 10.24;suhossi22;0
b'@koreanthingy Another Digimon rilis lagu baru , comeback November bener bener saingan digital semuanya ya. Belum lagi ada Jenie sama Wannaone.';;05/11/18 10.24;anonnim1992;0
b'Orangnya satu. Pikirannya yang bercabang cabang \xf0\x9f\x99\x84';;05/11/18 10.24;vikaagustinaa;0
b'@Marsudi__ @wArna_sUara Inget wan Abud juga klo gitu \xf0\x9f\x98\x81';;05/11/18 10.24;Vivittts;0
b'@ccntoken super project';;05/11/18 10.24;masdidin18;0
b'makin berat tugasnya https://t.co/YlFUYOGKAl';;05/11/18 10.24;russelyrv;0
b'Lalalalalala lalalalala lalala';;05/11/18 10.24;_CindyGulla_;0
b'td pagi Go-send buku ke sekolah krn sesuatu hal yang bikin ku tidak mengajar:(\nabang: ini ketinggalan buku mba?\ng: hah?iya. *iyain aja*\nabang: nanti sy ketemu siapa?\ng: kasih aja ke ms...bilang dari ms fany\nsi abang: lah mba guru? kirain buku adiknya yang ketinggalan\njengjeng';;05/11/18 10.24;tifannyanggy;0
b'@henrisalim1 @amienmbeling @awemany @jokowi @prabowo Nih  bang  @prabowo\nAda  yang  mau adu domba  ini  biasalah kaum cebong mingguan, oramg2 bayaran 8 juta /2 minggu, buzzernya paling dikasih  2 juta / bulan  udah bangga ampun2  hahahaaaaap';;05/11/18 10.24;bhairawamanu;2
b'Ada baiknya CAPRES DAN CAWAPRES awal tahun 2019 di periksa ulang lagi kesehatan dan tes kondisi kejiwaannya.. aq kuatir dgn capres yg itu semakin kesini tambah ngelantur dan grasa grusu.. tolong tim dokter transparanlah kl sakit ya bilang sakit..';;05/11/18 10.24;komjen86;1
b'@eriswithyou @DOuLoVeKAI1214 good luck for me.semoga nambah koleksi ku \n\n#weareoneEXO #EXO_TEMPO #EXO #EXO_DontMessUpMyTempo';;05/11/18 10.24;viyan_ooh94;0
b'@Titaolivi Lha kog malah genti takon.  Aku ki takon koe e tit.  \xf0\x9f\x98\x82 \xf0\x9f\x98\x82';;05/11/18 10.24;IGloyola31;0
b'Ya Allah, bukakanlah untuku pintu-pintu rahmat-Mu';;05/11/18 10.24;Martabak_LEGIT;0
b'Even tough you\xe2\x80\x99re growing up, just never stop! \xf0\x9f\x8d\xad\n.\n\xf0\x9f\x93\xb7 @rhlyl @ Stasiun Cigombong https://t.co/aJupmtrI1a';Cijeruk;05/11/18 10.24;Azizahhanum_h;0
b'@s66saw Iya beneran kok kak \xf0\x9f\xa4\x97';;05/11/18 10.24;Anisyoooo;0
b'Sampe kos selalu tepar, kapan mo belajarnya\xf0\x9f\xa7\x90';Dukuh Pakis;05/11/18 10.24;rizaolivia;0
b'You only fail when you stop trying...\n\n\xf0\x9f\x92\xaa\xf0\x9f\x92\xaa\xf0\x9f\x92\xaa\xf0\x9f\x92\xaa\xf0\x9f\x92\xaa';;05/11/18 10.24;dindinhd;0
b'@feverenjun WAH JDJDJDJ NANTI AKU TUNGGU SUB SAJA';;05/11/18 10.24;babymarkdududu;0
b'@vogerus follback yaaaa';;05/11/18 10.24;crabreathe;0
b'Sendirian juga Dan? https://t.co/9XMGYQUS8r';Semarang Barat;05/11/18 10.24;liriksoe;0
"b'@AulindaFara @RrgDevino @hariadhi Antasari Azhar masuk penjara &amp; Abraham Samad jadi tersangka pemalsuan dokumen \xf0\x9f\x98\x85'";;05/11/18 10.24;d_r249;0
b'Jatuh cinta dong saya';;05/11/18 10.24;putricitan;0
b'@BadmintonTalk Yilyu/siwei lgi';;05/11/18 10.24;AlifkaDk;0
b'@indomymenfess ayo kita juga bikin:)';;05/11/18 10.24;halugirl_;0
"b""@BKNgoid Aduhh itu Al-Qu'an kok di taruh dibawah""";;05/11/18 10.24;kenarif2;0
b'6 Game Aneh Tentang Menjadi Objek Lain https://t.co/o3ekoQ5JZt';;05/11/18 10.24;makemac;0
b'@Legtagon mengumpat dengan cinta';;05/11/18 10.24;chitattooes;0
b'@Ferdinand_Haean @Metro_TV @PDemokrat @Dahnilanzar @sudirmansaid wkwkwkwk.. bahagia \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3';;05/11/18 10.24;antosinaga;0
b'Perspective.';;05/11/18 10.24;imeliani;0
b'@thestorykids n/s, get cool, mixtape#3';;05/11/18 10.23;mllxflx;0
b'Misa-Chan lagi gak ada, Lagi meng-galau ria :D';;05/11/18 10.23;Ayuza_Misa;0
b'Sebenar nya gua ngga mau nanya ntar malah lengket lagi. Hhha';;05/11/18 10.23;therealdankris;0
b'Bayam https://t.co/UtXfDwnNTt';;05/11/18 10.23;rodhi_aviv;0
b'i stan both of them and i cant thinking right now oh lord';;05/11/18 10.23;sliceofbaekhyun;0
b'@Penol86 Baique lah';;05/11/18 10.23;mata_hari20;0
b'@riachristinn Ehh ehh ehhh \xf0\x9f\xa7\x90';Mengkendek;05/11/18 10.23;intansariumar;0
b'@koreanthingy dean';;05/11/18 10.23;tyarongs;0
b'@officialvpc Hayang diangkut musim hareup';;05/11/18 10.23;azmiftah85;0
b'@TheSidebottom you deserve it! I saw your epic stats on Strava \xf0\x9f\x98\xb3';;05/11/18 10.23;MegP4;0
b'@Apple_Plothot Idola abdi, dimana tos geus? Atuhlah... \xf0\x9f\x99\x81';;05/11/18 10.23;dodikdodkidod;0
b'Lagi musim ea';;05/11/18 10.23;imatrahmat1;0
b'thanks cat\xf0\x9f\x99\x82 https://t.co/YHO6PNH7s8';;05/11/18 10.23;dheashofiaa;0
b'I keep on thinking of Gudako in a wedding dress.... i should draw it eventually';;05/11/18 10.23;ariairis;0
b'@rlthingy Saya dong';;05/11/18 10.23;patbingso;0
b'@TirtoID Kacian amat titel sarjana kok nganggurnya plg banyak';;05/11/18 10.23;daddysoe;0
b'night drives \xf0\x9f\xa4\xa9';;05/11/18 10.23;ionhavevlone;0
b'@viinakartika Wacana :(';Banjaran;05/11/18 10.23;hadipermadi99;0
b'@nibcotine Sumpah temen gua pernah nge gambar Hal serupa kaya ini pas kemah. Jadi dia diem aja gitu tiba2 gambar dan pandangannya fokus ke satu tempat. Wujudnya hampir mirip kaya gambar ini. Jd temen gua emg bener gambar setun ya hm';;05/11/18 10.23;savhaps;0
b'@kthhateu26 Yah. Yasudah harus rela:((';;05/11/18 10.23;athenamorfati;0
b'@rlthingy Iya:(';;05/11/18 10.23;Derlinaas;0
b'@sandiuno Tdi makan nasi rawon cuma 8000 lo es teh 2000 sma kerupuk 1000..total 11000..surabaya top.';;05/11/18 10.23;septyan_junot;0
b'@bukanayamkamvus iyaa hrs yg baruu';;05/11/18 10.23;vaeniIla;0
b'anjir nonton ginian doang ngakak apalagi ending nya ada tuyul maen suling bambu \xf0\x9f\xa4\xa3 https://t.co/wYvbXYT7YJ';;05/11/18 10.23;bintangmhyn;0
b'@jodohminhyun WKWKWKWK nyebelin emotnya.';;05/11/18 10.23;faketoure;0
b'@syugazy mau no 3 :(( aku dom solo';;05/11/18 10.23;peppermintpeck;0
b'Open bo kemang view pekayon BEKASI, wa 081297462455\n#angelbekasi \n#OpenBookingBekasi \n#BO \n#bookingbekasi \n#BOOKINGS \n#bispak \n#bekasi \n#RealAccount \n#Realme \n#realfilesbooking \n#cewekBO \n#ceweksange \n#RecommendeAngeL \n#RECOMMENDED4BO \n#includebekasi \n#codbo4 \n@dwicitra83';;05/11/18 10.23;KeyshaArash;0
b'@drsntisya kapan si gue ga kesurupan anjir';;05/11/18 10.23;MINJUKDMz;0
b'Kapan abangquh suka desik? Hhmm :|\nKoreaan aja ndak mau\xf0\x9f\x98\x82 https://t.co/0Cs8ySA55M';;05/11/18 10.23;tsdtria;0
b'@A_Lucky_Fu @detikcom Dia keliatan kek cebong nyamar kesana sih';;05/11/18 10.23;allunamaharani;2
b'#SeninJempol Ya Allah, berikanlah aku sedikit rezeki untuk sesuap nasi. Sisanya untuk beli mobil mewah, pesawat mahal dan liburan kemanapun aq suka';;05/11/18 10.23;SSaelina;0
"b'@Iskusumah Lo harus benahi pengertian lo soal ""lawan""'";;05/11/18 10.23;GotamaPradipta;0
b'@narkosun Blunder lg kubu #PraBohong';;05/11/18 10.23;omsis;1
b'Twitter emang paling enak buat bacot';;05/11/18 10.23;AnisaSawal;0
b'@ardianiwidyaa Kamu stoy alias sotoy huhu';;05/11/18 10.23;Rhmsariiiii;0
b'@devitaputeri iya pik benar sekali. sangat menguras kesabaran wkwk';;05/11/18 10.23;InggitSukma;0
b'@RisRahma_ @MSrahayuu @wiranagara Nggak nambah kamu aja biar sempurna \xf0\x9f\x98\x8a';;05/11/18 10.23;muktiaw_;0
b'@AuliaAyakil @peppycandra @Umar_Hasibuan_ @agung_bsantoso @Amal_Alghozali @RachlanNashidik @AndiArief__ @hariswijaya1975 @Edhie_Baskoro @panca66 Wadaw. Kapten kita\xf0\x9f\x94\xb4\xf0\x9f\x94\xb4\xf0\x9f\x94\xb4';;05/11/18 10.23;hincapandjaitan;0
"b'ah nunggu yg adv deh yg ga blur. pusing aku. ingin adv tapi temen pada bilang ""romance ajaaaa!!"" byk bgt yg bilang gt. lah aku jd ikutan bimbang lagi\xf0\x9f\x91\x8a\xf0\x9f\x98\xad'";;05/11/18 10.23;peachydan21;0
b'@ademasp @L_ikhsan_munir @prastow @hotradero Saya sdh bolak-balik ke setidaknya 8 negara.. tapi konteks pembahasannya impor negara, bukan belanja pribadi';;05/11/18 10.23;s_ujud;0
b'Apakah Berita Ini Benar Prof @Yusrilihza_Mhd \xf0\x9f\x99\x8f\xf0\x9f\x99\x8f\n\n#2019GantiPresiden\nhttps://t.co/qyHtcESmlT';;05/11/18 10.23;aLybenzema;2
b'@nanadiyaw Setujuuu \xf0\x9f\x91\x8c';;05/11/18 10.23;Bayoee7;0
b'puncak dari kehidupan adalah kematian, begitu juga punck mencintai ialah mengiklaskan.';;05/11/18 10.23;prasaktiarya;0
b'@louheaa Aku malah berencana mencari bapaknya dulu kak\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3';;05/11/18 10.23;bellaissabella;0
b'#BabeKasihTau Di Dusun Ini, Pelaku Gantung Diri Dimakamkan Tanpa Dikafani  #national https://t.co/yViK3IHhVT';;05/11/18 10.23;BaBeBacaBerita_;0
"b'@arieyunitasr Itu salah nulisnya fergusooo !?!!!! \n""Rasah"" itu satu kata y. Mohon di perbaiki !!!'";Pandak;05/11/18 10.23;heybucin;0
b'@staywitchu oke siip hehe \xf0\x9f\x99\x8a';;05/11/18 10.23;Fayathalla;0
b'@wdeltas_ hahaha dikiro munggahe gampang';;05/11/18 10.23;frans_sd;0
b'@tribudiwahyuni Bismillah\nInsya Allah ada rezeki\xf0\x9f\xa4\x97';;05/11/18 10.23;andah_sj;0
b'@bankmandiri #tebakanmandiri';;05/11/18 10.23;marthin_manalu1;0
b'@tubirfess ya itu namanya pelajaran hidup yang gabisa didapetin di sekolah\nudh tau rasanya, enaknya sementara aja gaenaknya smpe kehilangan temen\n\ncukup itu sebagai pengisi hidup yang kelam';Kramat Jati;05/11/18 10.23;kintankinantii;0
b'aku capek kerja bukannya ngeluh pengen nikah, pengennya cuti 1 bulan. 2 bulan juga boleh\xf0\x9f\x98\xad';Indonesia;05/11/18 10.23;windyseptiana;0
b'@askmenfess Indie abizzz, perokok berad, wibu, kalo foto keliatan kek oppa oppa padahal mah kaga';;05/11/18 10.23;lahmanasayatau;0
b'Buat lo pecinta sneaker dan streetwear di Indonesia, mldspot berkolaborasi dengan  @urbansneakersoc menghadirkan event paling hype dalam dunia sneaker dan\xe2\x80\xa6 https://t.co/ogt6hizoYO';;05/11/18 10.23;fabi_arry;0
b'I just finished walking 4.20 km in 47m:19s with #Endomondo #endorphins https://t.co/uj5xztgHi3';East Denpasar;05/11/18 10.23;josephsaul;0
b'@Ghulam_Mirza08 @wahyuodiwarsito Gk usah di ladeni takut gobloknya nular';;05/11/18 10.23;DemasGavriel;0
b'#SeninJempol Ya Allah, berikanlah aku sedikit rezeki untuk sesuap nasi. Sisanya untuk beli mobil mewah, pesawat mahal dan liburan kemanapun aq suka';;05/11/18 10.23;sangayukartini;0
b'@harimaumacannnn Mantap \xf0\x9f\x91\x8d\xf0\x9f\x91\x8d\xf0\x9f\x91\x8d';;05/11/18 10.23;fierman_nrd;0
"b'*ninggali kapal*\nkeur leutik: ""kapal menta duit sarebu lima\nratus!""\nGeus gede: ""kapal menta jodo atuh bosen\njomblo""'";;05/11/18 10.23;jee_666;0
b'@redcooki ada tutorialnya ko di google \xf0\x9f\x98\x82';;05/11/18 10.23;shxxsal;0
b'@OnesSinus @Asepjovi17 Kangen juga ka #SeninJempol';;05/11/18 10.23;Saada34695265;0
b'Definisi sakit tapi ga berdarah tuh waktu nonton youtube lupa aktifin wifi di hp dan baru ngeh pas udah beres beberapa video :(';;05/11/18 10.23;riangellina;0
b'@Julie_JKT48 UwU';;05/11/18 10.23;joychandra23;0
b'@Linda_ijo Yuk';;05/11/18 10.23;Wood1510;0
b'@TeddyGusnaidi Urusanya emang ama elu ted, biar bisa di goreng \xf0\x9f\x98\x81\xf0\x9f\x98\x81';;05/11/18 10.23;anasfakhrizal;0
b'i\xe2\x80\x99ll make u proud';;05/11/18 10.23;emiliorf;0
b'@rlthingy Ku kira abon';;05/11/18 10.23;ZauzaSF;0
b'Aku baru tau fc nya Naomi itu Seulgi \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad //';;05/11/18 10.23;TIGAxADEL;0
"b""Marilyn Monroe said Give a girl the right shoes, and she can conquer the world.\n.\nLet's find your right shoes\n@fladeo_shoes at @plazaatrium\n.\n*starting today until 11\xe2\x80\xa6 https://t.co/Ok3NUOwfV8""";Gambir;05/11/18 10.23;plazaatrium;0
"b""Chennnnnn\n. \nDon't forget to pray, friend, hopefully exo still stays in number one until later tonight\xf0\x9f\x98\xad\n. \nStreaming please exol, go youtube, spotify, melon, soribada \xf0\x9f\x98\xad\n.\n#\xed\x85\x9c\xed\x8f\xac\xeb\xb0\x96\xec\x97\x90\xec\x97\x86\xeb\x8b\xa4\xea\xb3\xa0\xeb\xa7\x90\xed\x95\xb4 #TempoMonday #EXO #EXO_TEMPO #EXO_DontMessUpMyTempo @weareoneEXO""";;05/11/18 10.23;DewantidwiaD;0
b'@Pucchi_JKT48 Gak liat saya';;05/11/18 10.23;KazutoNaufal;0
b'Tim DVI Mabes Polri kembali mengidentifikasi 7 jenazah korban Lion Air PK-LQP  #EvakuasiLionAir #TragediLionAir #lionairJT610';;05/11/18 10.23;nitadondon;0
b'@Istrisahkevin @agnesloph Mirip soalnya \xf0\x9f\x98\x82';;05/11/18 10.23;ciamikabiss;0
b'no deadline no rush?lah ga ono overtime bos yo ga masuk :))';;05/11/18 10.23;so7ung;0
b'*Sublime Nature Tonka Bean Parfum\xc2\xa0Oriflame* dengan kandungan bahan\xc2\xa0tonka bean\xc2\xa0yang ikonik dan berharga tumbuh subur diiklim yang lembab dan paling baik dipanen setelah monsoon. \n\nAwalnya\xe2\x80\xa6 https://t.co/XzBmGhmkTe';;05/11/18 10.23;haniany_HennArt;0
b'@xiuhanaa MACEM ROBOT\xf0\x9f\x98\xad\xf0\x9f\x98\x82\xf0\x9f\x98\x82';;05/11/18 10.23;bucinbaekhyun;0
b'#SeninJempol Ya Allah, berikanlah aku sedikit rezeki untuk sesuap nasi. Sisanya untuk beli mobil mewah, pesawat mahal dan liburan kemanapun aq suka';;05/11/18 10.23;rezadsagita;0
b'Perut lagi problem, banyak pengeluaran';;05/11/18 10.23;rivalrachmat;0
"b'@Amokistan @addiems Bagi yg memeluk keyakinan tdk populer skrg ""didorong"" mengisi kolom agama demi selembar identitas.'";;05/11/18 10.23;eunikero;0
b'Bolehkah aku diam diam menyayangimu? Boleh ya ya ya';;05/11/18 10.23;tfn_02;0
"b""#MAMAVOTE #SEVENTEEN\n\nGUYSSS LET'S VOTEEEEEE""";;05/11/18 10.23;Rizkameliapu;0
b'@tujuhlipa @jrx_nt Orang Cina jago bikin bakso juga gak ya? Kan bakso pengaruh Cina tuh.';;05/11/18 10.23;ilhambudi95;0
b'#Repost @PTInspirasi with get_repost\n\xe3\x83\xbb\xe3\x83\xbb\xe3\x83\xbb\nThank God for His blessings to all of us at PT Inspirasi Pemuda Indonesia @PTInspirasi .\n.\n.\n\nWe\xe2\x80\x99re thrilled to launch our first platform\xe2\x80\xa6 https://t.co/eHHe19RTIu';;05/11/18 10.23;PTInspirasi;0
b'@nctfess2 Kawaiiiii desuuuuu';;05/11/18 10.23;Fril33333;0
b'Lagi, saya yang menyerah terlebih dulu. Menyerah untuk tidak menyapa.';;05/11/18 10.23;shintadsd;0
b'@noviapermataa_ @mhmmdfajars22 Anak pinter dan berbakat mah ips 1 lahh kumpulan anak baik \xf0\x9f\xa4\x93';;05/11/18 10.23;Bahrululum101;0
b'@BNICustomerCare Min saya top up tapcash via mobile banking dari kmaren sore, sampe skg belum masuk saldonya, sedangkan saldo rekening saya terdebet.';;05/11/18 10.23;Littleracoon2;0
b'Semanis aku juga \xf0\x9f\x98\xb3 https://t.co/2uYZOB9Vu2';;05/11/18 10.23;anisharie;0
b'Pernah bikin paspor? Paspor untuk kerja atau paspor untuk liburan sama nggak sih? Berapa lama bikinnya? Lagi daftar kerja ke perusahaan Jepang, tapi dari perusahaan lama banget ngasih ID sisko buat rekom paspor nih. \xe2\x80\x94 Belum pernah https://t.co/tYEwfjmrTz';;05/11/18 10.23;anisaaakr;0
b'Seriously, saya speechless sodara2.';;05/11/18 10.23;yufadhila;0
"b'@S_NandaJKT48 bebas lahh. orang lucu mah bebas.. ;P'";;05/11/18 10.23;theodorus_w;0
b'Pingin main erpe aja jadinya';;05/11/18 10.23;rentansedih;0
b'Tersayang';;05/11/18 10.23;mutia1402;0
b'PO ThIsLove_Store Got7 Official Lightstick. IDR 400rb. Minat? Add line@ pnr2092h https://t.co/VuAJGWfN5a';;05/11/18 10.23;ThIsLove_Store;0
b'Big Waste https://t.co/0ILu4rQ5RC';;05/11/18 10.23;kuenvmgt504;0
b'@rasarab The real of MDRCCTE!';;05/11/18 10.23;putraadeissa;0
b'@GarudaCares min, mau tanya : ortu saya pesan tiket via agen travel..namun ini hendak mengubah jadwal penerbangan. Apakah bisa dlakukan sendiri ato harus ke agen tersebut lagi? Terima kasih';;05/11/18 10.23;theresiayuanita;0
b'@panca66 @jansen_jsp Sukses utk PD yg memiliki kader2 muda,, semoga kelak dpt memimpin negara dgn baik';;05/11/18 10.23;BasulthanahOet;2
b'#SeninJempol Ya Allah, berikanlah aku sedikit rezeki untuk sesuap nasi. Sisanya untuk beli mobil mewah, pesawat mahal dan liburan kemanapun aq suka';;05/11/18 10.23;PuputAstrian;0
b'Dapatkah kamu meluangkan waktu sebentar untuk membantu Fikri Damayanti? https://t.co/SsMSvGk3KT';;05/11/18 10.23;mayaaaaden;0
b'Pengangguran SMK naik dari 8% menjadi 11%. Wow. https://t.co/0sQWFTV8nV';Cimanggis;05/11/18 10.23;hendrras_;0
b'@lahika93 Wkwkwkwk kirain :v';;05/11/18 10.23;ikhsanhdy;0
b'Bisa dipastikan. Di periode kedua nanti, kebijakan Jokowi pasti akan lebih pro milenial. Generasi milenial, generasi yang ditantang bisa berkembang dengan industri kreatif. #SeninJempol';;05/11/18 10.23;harun_niam;1
b'@rlthingy2 pernaah, 2 bulan lebih gara2 stress krn gabisa adaptasi sama lingkungan baru. kl km mimpi gitu coba rukyah diri sendiri nder, coba baca al-matsurat pagi sama sore, siapa tau bs membantu';;05/11/18 10.23;byuhty;0
"b'@Itsjiminssi Sekarang aja tar malem hp disita mama, besok ulangan :""'";;05/11/18 10.23;kthhateu26;0
b'@askmenfess Suka';;05/11/18 10.23;meeonggg;0
b'( pusing ini yang comeback banyak amat. enak semua lagi. )';;05/11/18 10.23;ariadnetaslim;0
b'@giewahyudi @makLambeTurah Mrebes mili pak\xf0\x9f\x98\xad semoga Allah senantiasa memberi kekuatan n kemudahan bagi tim utk bs mengevakuasi para korban...semoga keluarga korban diberi keikhlasan n kesabaran\xf0\x9f\x99\x8f';;05/11/18 10.23;RafikaBayu;0
b'@zanaraesly Hayu';;05/11/18 10.23;Dhonie03;0
b'@moccva follback';;05/11/18 10.23;R0UMEOV;0
b'@annisadwiy Perihal kartu kepesertaan yang hilang, apakah sahabat mengetahui nomor kepesertaannya? -Lili';;05/11/18 10.23;BPJSTKinfo;0
b'@TiaraaOfficial @Alfzhra_ Jangan seceroboh itu Ferguso';;05/11/18 10.23;ifanardnsyh;0
b'@Shintaradianti Mulai bulan November ini taa';;05/11/18 10.23;wikurizky;0
b'@Putra_799 ya lu bantu';;05/11/18 10.23;arya_wafi;0
b'@gustiMPrima Sama-sama ya.';;05/11/18 10.23;fbajri;0
b'@indomymenfess Akunya cuma @BTS_twt dipake bareng2';;05/11/18 10.23;jwikookoo;0
b'Thank you for helping me reach 100 followers! I literally couldn\xe2\x80\x99t have done it without you.';;05/11/18 10.23;MAMANSUMANTRISY;0
b'@aisyeu Gumawo\xf0\x9f\x92\x99Huithing!! Uljima~';;05/11/18 10.23;meisya_uno;0
b'@MiraFj Knpaaaa mir cerita coba wa wa';;05/11/18 10.23;adhelinaputrii;0
b'#SeninJempol Ya Allah, berikanlah aku sedikit rezeki untuk sesuap nasi. Sisanya untuk beli mobil mewah, pesawat mahal dan liburan kemanapun aq suka';;05/11/18 10.23;PopySopia12;0
b'@MelanSanggitama Cuusss sini';;05/11/18 10.23;KhairunnisaH__;0
b'@askmenfess Yu';;05/11/18 10.23;sofieeYA;0
b'Toner 30rb\nSabun 20rb ajaa turun harga normal 35\nGluta collagen 35';;05/11/18 10.23;Dita_Mayline;0
b'@optimuswink Karena mau jemput mama :(( wkwkwkwkw';;05/11/18 10.23;guanlin_noona;0
b'((Pisang dibalut pisang)) selalu ribet emg hidup org bule :( https://t.co/qRVrvFXC3D';;05/11/18 10.23;riannofbrnt;0
"b'Seandainya kenangan itu bisa diapus seperti foto di hp, tinggal tekan tombol ""delete"" #SIALituNYATA'";;05/11/18 10.23;SIALituNYATA;0
b'@rlthingy MAO';;05/11/18 10.23;caffeineoreo;0
"b'Me: ""Uang bulanan potong dulu ya 400k, buat bli burung.""\n\nShe likes.. https://t.co/tc9UhfdKzM'";;05/11/18 10.23;id_catur;0
b'@davidridwanbetz Mungkin kah';;05/11/18 10.23;afif_hansuri78;0
b'@achanJKT48 @officialJKT48 @traveloka Dari Bogor ke Jakarta bisa gak make traveloka?';;05/11/18 10.23;abenklxani;0
b'@BukaBantuan Sistem operasi Android, sudah uninstal dan reinstal tapi masih tidak bisa.';;05/11/18 10.23;RadenBarkie_jnr;0
b'Terkadang berpura pura itu memang perlu ..';;05/11/18 10.23;Farhanzizou_;0
b'@nctzenhalu Chris Evans nder \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3';;05/11/18 10.23;blackswanstal;0
b'@andre_qoje Jadi mau besarkan PBB?';;05/11/18 10.23;YangSepuh;0
b'perang kok di medsos.. haha, pengen tenar apa cari kebenaran? apalagi banyak editan. hadeuh2.. kok ngeri ya lihatnya. kayak miskin pengakuan gitu.';;05/11/18 10.23;kak_wahyudi;0
b'Aku kira aku dewasa, ternyata ban bocor ditengah jalan aja nangis. Dsr cengeng';;05/11/18 10.23;Tikaaafh;0
b'@vikingpersib_93 Tp sayang tahun Persijokdri harus juara';;05/11/18 10.23;Bogorbarat1933;0
b'@womanfeeds Jdi inget waktu smp ak pernah pake susu dancow buat mandi, critax biar putih gitchu..wkwkkkk..\nMalah jadi gatal2 alergi..\nPinter banget emang\xf0\x9f\x99\x83\xf0\x9f\x99\x83';;05/11/18 10.23;icha_agathaa;0
b'@myXLCare Data udah di DM ya';;05/11/18 10.23;bennyfmanurung;0
b'Iklan softex kok ceweknya cantik2 siii... \n\nPadahal kan bentuk isinya sama aja #setausaya \xf0\x9f\x99\x81';;05/11/18 10.23;HadyRay99;0
b'Kau bisa berjalan lewati neraka dengan tersenyum \xf0\x9f\x98\x81';Bekasi Timur;05/11/18 10.23;Aku_Anak_SGM_;0
b'@SArkaan15 Hai Mama @SArkaan15, semoga informasinya bermanfaat ya \xf0\x9f\x99\x82';;05/11/18 10.23;LactamilMama;0
b'Tim Teknik Sipil UNTAR Unggul di Kompetisi Tingkat Internasional https://t.co/03LxxVTOlr';;05/11/18 10.23;AyoBelaNegara;0
b'Vitamin D ini berfungsi untuk menstimulus sel imun untuk menghalau virus dan bakteri.';;05/11/18 10.23;Peninggisehat77;0
b'@rlthingy AO';;05/11/18 10.23;caffeineoreo;0
b'#SeninJempol Ya Allah, berikanlah aku sedikit rezeki untuk sesuap nasi. Sisanya untuk beli mobil mewah, pesawat mahal dan liburan kemanapun aq suka';;05/11/18 10.23;OhRustii;0
